Airline,Source,Destination,Duration,Total_Stops,Journey_Day,Journey_Month,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Journey_Date,Is_Peak_Hour,Price
SpiceJet,Banglore,Delhi,170,0,12,6,9,30,12,20,12-06-2019,1,4423
Jet Airways,Banglore,New Delhi,280,1,15,3,9,45,14,25,15-03-2019,1,6136
Jet Airways,Banglore,New Delhi,365,1,12,3,16,55,23,0,12-03-2019,1,11087
IndiGo,Chennai,Kolkata,145,0,3,6,5,15,7,40,03-06-2019,0,3540
Jet Airways,Delhi,Cochin,865,1,21,5,14,0,4,25,21-05-2019,1,12898
IndiGo,Banglore,Delhi,165,0,18,4,6,5,8,50,18-04-2019,0,4591
Air India,Delhi,Cochin,1660,1,24,3,4,0,7,40,24-03-2019,0,8635
Jet Airways,Delhi,Cochin,600,1,27,6,9,0,19,0,27-06-2019,1,14714
Jet Airways,Kolkata,Banglore,1365,1,18,5,20,25,19,10,18-05-2019,1,14151
Multiple carriers,Delhi,Cochin,860,1,1,6,4,55,19,15,01-06-2019,0,8835
Air India,Kolkata,Banglore,925,1,21,5,17,30,8,55,21-05-2019,1,11936
Jet Airways,Delhi,Cochin,900,2,9,6,21,35,12,35,09-06-2019,1,13882
Air India,Delhi,Cochin,965,1,1,4,17,20,9,25,01-04-2019,1,5117
Jet Airways,Banglore,Delhi,175,0,24,5,15,15,18,10,24-05-2019,1,4544
IndiGo,Delhi,Cochin,940,1,15,5,6,50,22,30,15-05-2019,0,6442
Air India,Delhi,Cochin,1275,2,9,5,22,0,19,15,09-05-2019,0,10441
IndiGo,Mumbai,Hyderabad,95,0,21,5,20,5,21,40,21-05-2019,1,2227
Jet Airways,Banglore,Delhi,165,0,15,4,6,0,8,45,15-04-2019,0,7229
Jet Airways,Delhi,Cochin,360,1,1,6,13,0,19,0,01-06-2019,1,10262
Jet Airways,Banglore,New Delhi,800,1,12,3,8,0,21,20,12-03-2019,0,13817
SpiceJet,Delhi,Cochin,295,1,21,5,17,55,22,50,21-05-2019,1,5975
IndiGo,Kolkata,Banglore,160,0,21,3,21,25,0,5,21-03-2019,1,4148
Multiple carriers,Delhi,Cochin,570,1,6,6,11,30,21,0,06-06-2019,1,13587
Jet Airways,Mumbai,Hyderabad,80,0,21,3,3,5,4,25,21-03-2019,0,2759
Jet Airways,Banglore,Delhi,180,0,15,5,19,50,22,50,15-05-2019,1,7229
Air India,Delhi,Cochin,1475,2,9,5,7,5,7,40,09-05-2019,0,13547
SpiceJet,Kolkata,Banglore,155,0,21,6,6,55,9,30,21-06-2019,0,3873
Jet Airways,Kolkata,Banglore,730,1,21,5,16,30,4,40,21-05-2019,1,14388
Jet Airways,Kolkata,Banglore,910,1,24,5,18,55,10,5,24-05-2019,1,13731
SpiceJet,Kolkata,Banglore,160,0,27,3,6,55,9,35,27-03-2019,0,3815
Jet Airways,Mumbai,Hyderabad,90,0,15,3,15,50,17,20,15-03-2019,1,5678
Jet Airways,Kolkata,Banglore,1495,1,9,5,8,25,9,20,09-05-2019,0,9663
GoAir,Kolkata,Banglore,455,1,21,5,16,40,0,15,21-05-2019,1,8855
Jet Airways,Delhi,Cochin,1125,2,9,5,9,40,4,25,09-05-2019,1,15129
Jet Airways,Banglore,New Delhi,365,1,18,3,16,55,23,0,18-03-2019,1,13555
Jet Airways,Kolkata,Banglore,665,1,21,5,21,10,8,15,21-05-2019,1,10844
Jet Airways,Banglore,New Delhi,580,1,21,3,11,40,21,20,21-03-2019,1,7832
Jet Airways,Delhi,Cochin,810,2,27,6,23,5,12,35,27-06-2019,0,11150
Vistara,Kolkata,Banglore,865,1,9,5,20,20,10,45,09-05-2019,1,8452
Multiple carriers,Delhi,Cochin,385,1,9,6,9,45,16,10,09-06-2019,1,9646
IndiGo,Banglore,Delhi,170,0,24,6,10,10,13,0,24-06-2019,1,3943
GoAir,Delhi,Cochin,355,1,12,6,7,0,12,55,12-06-2019,0,5281
Air India,Delhi,Cochin,865,2,1,6,17,15,7,40,01-06-2019,1,14667
Jet Airways,Kolkata,Banglore,800,1,24,5,20,0,9,20,24-05-2019,1,14571
Jet Airways,Banglore,New Delhi,390,1,1,3,5,50,12,20,01-03-2019,0,28097
Jet Airways,Banglore,New Delhi,1355,1,6,3,20,35,19,10,06-03-2019,1,17471
Jet Airways,Delhi,Cochin,660,1,12,6,8,0,19,0,12-06-2019,0,10577
Multiple carriers,Delhi,Cochin,465,1,24,6,11,30,19,15,24-06-2019,1,14848
IndiGo,Banglore,Delhi,170,0,15,4,23,30,2,20,15-04-2019,0,4591
IndiGo,Chennai,Kolkata,140,0,18,5,19,35,21,55,18-05-2019,1,3597
IndiGo,Delhi,Cochin,380,1,27,5,16,10,22,30,27-05-2019,1,6938
Air Asia,Kolkata,Banglore,150,0,24,6,19,55,22,25,24-06-2019,1,3807
Jet Airways,Delhi,Cochin,600,1,12,6,9,0,19,0,12-06-2019,1,10262
Air India,Kolkata,Banglore,725,2,9,5,8,20,20,25,09-05-2019,0,11432
Jet Airways,Banglore,New Delhi,160,0,21,3,19,55,22,35,21-03-2019,1,7229
Multiple carriers,Delhi,Cochin,465,1,21,5,11,30,19,15,21-05-2019,1,14848
Jet Airways,Kolkata,Banglore,1025,1,15,5,6,30,23,35,15-05-2019,0,8586
Multiple carriers,Delhi,Cochin,520,1,9,4,10,35,19,15,09-04-2019,1,6106
SpiceJet,Kolkata,Banglore,140,0,3,5,22,20,0,40,03-05-2019,0,3873
Jet Airways,Delhi,Cochin,440,2,15,6,11,40,19,0,15-06-2019,1,15812
Jet Airways,Kolkata,Banglore,1080,1,24,5,20,25,14,25,24-05-2019,1,12121
Jet Airways,Kolkata,Banglore,800,1,12,5,6,30,19,50,12-05-2019,0,8586
Multiple carriers,Delhi,Cochin,705,1,12,6,7,30,19,15,12-06-2019,0,7354
IndiGo,Kolkata,Banglore,160,0,6,3,21,25,0,5,06-03-2019,1,4778
IndiGo,Delhi,Cochin,750,1,9,6,8,30,21,0,09-06-2019,0,6838
Multiple carriers,Delhi,Cochin,755,1,6,3,9,45,22,20,06-03-2019,1,10276
Jet Airways,Banglore,Delhi,180,0,18,6,8,20,11,20,18-06-2019,0,8016
Air India,Banglore,New Delhi,615,1,21,3,8,15,18,30,21-03-2019,0,4943
IndiGo,Banglore,Delhi,170,0,24,6,8,30,11,20,24-06-2019,0,4823
Jet Airways,Kolkata,Banglore,475,1,1,4,8,25,16,20,01-04-2019,0,12996
Air India,Delhi,Cochin,615,1,27,5,9,0,19,15,27-05-2019,1,9929
Multiple carriers,Delhi,Cochin,930,1,3,6,10,0,1,30,03-06-2019,1,9508
Air India,Delhi,Cochin,185,0,21,3,18,5,21,10,21-03-2019,1,5674
IndiGo,Chennai,Kolkata,145,0,18,6,11,35,14,0,18-06-2019,1,3858
IndiGo,Kolkata,Banglore,155,0,24,5,22,15,0,50,24-05-2019,0,4804
Multiple carriers,Delhi,Cochin,690,1,27,5,14,0,1,30,27-05-2019,1,13377
Jet Airways,Delhi,Cochin,805,1,27,5,15,0,4,25,27-05-2019,1,12898
Air Asia,Kolkata,Banglore,155,0,1,6,10,20,12,55,01-06-2019,1,4409
Air Asia,Delhi,Cochin,870,1,1,6,7,55,22,25,01-06-2019,0,8759
Air India,Banglore,New Delhi,1405,1,3,3,0,30,23,55,03-03-2019,0,10394
IndiGo,Chennai,Kolkata,145,0,18,3,11,35,14,0,18-03-2019,1,3858
Air Asia,Delhi,Cochin,330,1,15,6,7,55,13,25,15-06-2019,0,6253
Jet Airways,Delhi,Cochin,1045,2,27,5,19,10,12,35,27-05-2019,1,15129
GoAir,Kolkata,Banglore,470,1,24,3,6,35,14,25,24-03-2019,0,4773
Jet Airways,Kolkata,Banglore,1610,1,21,5,6,30,9,20,21-05-2019,0,9663
Jet Airways,Kolkata,Banglore,1005,1,12,6,17,0,9,45,12-06-2019,1,12692
IndiGo,Banglore,Delhi,165,0,6,6,1,30,4,15,06-06-2019,0,3943
Jet Airways,Kolkata,Banglore,1685,1,12,5,17,0,21,5,12-05-2019,1,10703
IndiGo,Delhi,Cochin,860,1,27,3,6,40,21,0,27-03-2019,0,8784
Multiple carriers,Delhi,Cochin,585,1,9,6,9,15,19,0,09-06-2019,1,11622
IndiGo,Chennai,Kolkata,140,0,24,5,22,5,0,25,24-05-2019,0,5277
Air Asia,Delhi,Cochin,865,1,21,5,16,45,7,10,21-05-2019,1,8327
IndiGo,Delhi,Cochin,195,0,9,3,5,35,8,50,09-03-2019,0,6885
Jet Airways,Banglore,Delhi,180,0,12,6,17,45,20,45,12-06-2019,1,8016
IndiGo,Delhi,Cochin,305,1,1,6,23,30,4,35,01-06-2019,0,10112
IndiGo,Delhi,Cochin,485,1,6,3,17,30,1,35,06-03-2019,1,14871
Jet Airways,Delhi,Cochin,600,1,9,6,9,0,19,0,09-06-2019,1,10262
Jet Airways,Mumbai,Hyderabad,90,0,24,3,19,35,21,5,24-03-2019,1,2470
Air India,Delhi,Cochin,1210,2,9,3,13,15,9,25,09-03-2019,1,11622
Vistara,Kolkata,Banglore,865,1,6,5,20,20,10,45,06-05-2019,1,8662
Air India,Delhi,Cochin,1560,2,24,6,17,15,19,15,24-06-2019,1,11972
Jet Airways,Delhi,Cochin,1140,2,6,6,9,25,4,25,06-06-2019,1,11992
Jet Airways,Delhi,Cochin,1105,1,18,5,10,0,4,25,18-05-2019,1,12373
Multiple carriers,Delhi,Cochin,930,1,1,6,10,0,1,30,01-06-2019,1,7198
Jet Airways,Delhi,Cochin,330,1,15,6,7,5,12,35,15-06-2019,0,14714
IndiGo,Delhi,Cochin,570,1,9,6,16,0,1,30,09-06-2019,1,6316
Air India,Delhi,Cochin,875,1,27,3,17,40,8,15,27-03-2019,1,5998
Jet Airways,Kolkata,Banglore,1285,1,12,6,18,55,16,20,12-06-2019,1,13044
Multiple carriers,Delhi,Cochin,565,1,12,6,13,5,22,30,12-06-2019,1,9646
Air Asia,Delhi,Cochin,865,1,27,6,16,45,7,10,27-06-2019,1,6451
GoAir,Delhi,Cochin,355,1,24,6,7,0,12,55,24-06-2019,0,5281
Jet Airways,Mumbai,Hyderabad,90,0,1,5,19,35,21,5,01-05-2019,1,2228
IndiGo,Banglore,Delhi,165,0,1,6,6,5,8,50,01-06-2019,0,3943
Air India,Delhi,Cochin,1245,2,15,6,10,55,7,40,15-06-2019,1,11753
Jet Airways,Delhi,Cochin,810,2,24,6,23,5,12,35,24-06-2019,0,12819
Jet Airways,Delhi,Cochin,1735,2,21,3,13,55,18,50,21-03-2019,1,8728
SpiceJet,Delhi,Cochin,270,1,9,5,8,45,13,15,09-05-2019,0,4812
Jet Airways,Kolkata,Banglore,1745,1,1,5,17,0,22,5,01-05-2019,1,14151
Vistara,Kolkata,Banglore,765,1,1,5,20,20,9,5,01-05-2019,1,8452
IndiGo,Kolkata,Banglore,305,1,24,3,15,10,20,15,24-03-2019,1,6762
Jet Airways,Banglore,New Delhi,1100,1,12,3,18,55,13,15,12-03-2019,1,13817
Jet Airways,Delhi,Cochin,1355,1,21,5,14,0,12,35,21-05-2019,1,12898
IndiGo,Kolkata,Banglore,265,1,6,4,19,20,23,45,06-04-2019,1,3480
Jet Airways,Banglore,New Delhi,580,1,1,3,11,40,21,20,01-03-2019,1,27992
Jet Airways,Delhi,Cochin,600,2,21,3,18,25,4,25,21-03-2019,1,7791
Air India,Delhi,Cochin,1010,1,21,3,6,10,23,0,21-03-2019,0,5704
IndiGo,Kolkata,Banglore,340,1,21,5,16,35,22,15,21-05-2019,1,5268
GoAir,Banglore,Delhi,170,0,6,6,11,40,14,30,06-06-2019,1,3898
SpiceJet,Kolkata,Banglore,150,0,15,3,9,0,11,30,15-03-2019,1,3847
Multiple carriers,Delhi,Cochin,690,1,12,6,7,30,19,0,12-06-2019,0,10877
Multiple carriers,Delhi,Cochin,630,1,9,4,8,45,19,15,09-04-2019,0,8371
Multiple carriers,Delhi,Cochin,920,1,6,6,7,10,22,30,06-06-2019,0,7038
Jet Airways,Kolkata,Banglore,590,1,9,6,6,30,16,20,09-06-2019,0,14571
Jet Airways,Kolkata,Banglore,800,1,9,6,20,0,9,20,09-06-2019,1,11841
Jet Airways,Delhi,Cochin,1390,2,18,5,13,25,12,35,18-05-2019,1,15129
SpiceJet,Kolkata,Banglore,140,0,15,6,22,20,0,40,15-06-2019,0,3841
Jet Airways,Delhi,Cochin,1505,1,24,6,11,30,12,35,24-06-2019,1,10262
Air India,Kolkata,Banglore,155,0,6,4,20,45,23,20,06-04-2019,1,4460
IndiGo,Banglore,New Delhi,175,0,3,3,18,25,21,20,03-03-2019,1,7648
Vistara,Kolkata,Banglore,790,1,6,6,7,10,20,20,06-06-2019,0,8610
IndiGo,Chennai,Kolkata,140,0,18,6,13,15,15,35,18-06-2019,1,3597
IndiGo,Delhi,Cochin,515,1,24,6,7,35,16,10,24-06-2019,0,6442
IndiGo,Delhi,Cochin,860,1,9,3,6,40,21,0,09-03-2019,0,12351
Multiple carriers,Delhi,Cochin,480,1,21,5,17,30,1,30,21-05-2019,1,14067
IndiGo,Banglore,Delhi,170,0,15,5,20,0,22,50,15-05-2019,1,4823
Vistara,Kolkata,Banglore,1750,1,24,3,17,0,22,10,24-03-2019,1,12102
Jet Airways,Mumbai,Hyderabad,85,0,24,5,7,5,8,30,24-05-2019,0,8040
IndiGo,Banglore,New Delhi,175,0,3,3,10,5,13,0,03-03-2019,1,7648
IndiGo,Delhi,Cochin,325,1,9,5,2,0,7,25,09-05-2019,0,6582
Vistara,Banglore,Delhi,170,0,12,6,11,30,14,20,12-06-2019,1,4668
IndiGo,Banglore,Delhi,170,0,1,4,20,0,22,50,01-04-2019,1,4823
SpiceJet,Kolkata,Banglore,140,0,1,5,22,20,0,40,01-05-2019,0,3873
Multiple carriers,Delhi,Cochin,535,1,18,5,10,20,19,15,18-05-2019,1,8476
IndiGo,Delhi,Cochin,315,1,27,5,7,15,12,30,27-05-2019,0,5636
Jet Airways,Kolkata,Banglore,685,1,12,5,8,25,19,50,12-05-2019,0,8586
IndiGo,Banglore,Delhi,175,0,6,6,18,25,21,20,06-06-2019,1,4823
Air India,Delhi,Cochin,170,0,6,3,5,10,8,0,06-03-2019,0,6881
Jet Airways,Kolkata,Banglore,510,1,9,5,14,5,22,35,09-05-2019,1,10844
IndiGo,Kolkata,Banglore,220,1,24,4,19,35,23,15,24-04-2019,1,4226
Jet Airways,Delhi,Cochin,1425,1,9,5,19,15,19,0,09-05-2019,1,12373
Air India,Kolkata,Banglore,810,2,6,6,8,20,21,50,06-06-2019,0,10697
Jet Airways,Mumbai,Hyderabad,90,0,3,6,10,20,11,50,03-06-2019,1,4995
Air India,Delhi,Cochin,1595,2,24,6,16,40,19,15,24-06-2019,1,9443
Jet Airways,Delhi,Cochin,1375,2,18,5,5,30,4,25,18-05-2019,0,13029
Jet Airways,Delhi,Cochin,2040,2,21,3,18,25,4,25,21-03-2019,1,12347
Multiple carriers,Delhi,Cochin,480,1,9,6,13,0,21,0,09-06-2019,1,7408
Jet Airways,Kolkata,Banglore,865,1,1,4,18,55,9,20,01-04-2019,1,7064
Jet Airways,Delhi,Cochin,925,1,6,3,13,0,4,25,06-03-2019,1,13843
IndiGo,Kolkata,Banglore,155,0,12,4,15,30,18,5,12-04-2019,1,4174
Multiple carriers,Delhi,Cochin,565,3,15,5,11,35,21,0,15-05-2019,1,16294
SpiceJet,Kolkata,Banglore,155,0,18,5,6,55,9,30,18-05-2019,0,3841
IndiGo,Banglore,Delhi,170,0,15,6,4,0,6,50,15-06-2019,0,4423
Air India,Delhi,Cochin,170,0,12,6,5,10,8,0,12-06-2019,0,5201
Air India,Banglore,New Delhi,1705,2,3,3,6,45,11,10,03-03-2019,0,12599
IndiGo,Mumbai,Hyderabad,90,0,21,5,6,25,7,55,21-05-2019,0,4049
Air India,Kolkata,Banglore,1505,2,24,5,9,25,10,30,24-05-2019,1,12797
Jet Airways,Kolkata,Banglore,870,1,24,5,20,25,10,55,24-05-2019,1,13067
Vistara,Kolkata,Banglore,1350,1,24,5,20,20,18,50,24-05-2019,1,9345
IndiGo,Delhi,Cochin,425,1,21,5,5,5,12,10,21-05-2019,0,6818
Jet Airways,Mumbai,Hyderabad,90,0,3,5,10,20,11,50,03-05-2019,1,8040
Jet Airways,Delhi,Cochin,1095,2,12,6,18,20,12,35,12-06-2019,1,14300
Multiple carriers,Delhi,Cochin,435,1,15,5,18,15,1,30,15-05-2019,1,13727
Jet Airways,Banglore,New Delhi,1050,1,21,3,16,55,10,25,21-03-2019,1,7832
Multiple carriers,Delhi,Cochin,535,1,9,3,4,0,12,55,09-03-2019,0,16259
IndiGo,Banglore,Delhi,170,0,27,6,8,30,11,20,27-06-2019,0,4823
Jet Airways,Banglore,New Delhi,1235,1,6,3,11,40,8,15,06-03-2019,1,16736
Air India,Kolkata,Banglore,1200,2,6,6,9,25,5,25,06-06-2019,1,13217
Multiple carriers,Delhi,Cochin,490,1,27,3,12,50,21,0,27-03-2019,1,6637
Jet Airways,Kolkata,Banglore,1025,1,9,6,18,55,12,0,09-06-2019,1,10844
Multiple carriers,Delhi,Cochin,555,1,21,3,10,0,19,15,21-03-2019,1,8401
SpiceJet,Kolkata,Banglore,145,0,12,4,9,0,11,25,12-04-2019,1,3873
Jet Airways,Delhi,Cochin,505,2,24,6,20,0,4,25,24-06-2019,1,12410
Jet Airways,Delhi,Cochin,810,2,18,5,23,5,12,35,18-05-2019,0,15129
IndiGo,Banglore,Delhi,170,0,1,5,13,0,15,50,01-05-2019,1,4423
Jet Airways,Delhi,Cochin,360,1,27,5,13,0,19,0,27-05-2019,1,16079
Air India,Kolkata,Banglore,1105,2,6,6,14,30,8,55,06-06-2019,1,15894
Multiple carriers,Delhi,Cochin,845,1,15,5,4,55,19,0,15-05-2019,0,9103
Air India,Delhi,Cochin,1350,1,12,6,9,45,8,15,12-06-2019,1,8991
Air India,Kolkata,Banglore,1530,2,1,4,16,50,18,20,01-04-2019,1,7893
IndiGo,Mumbai,Hyderabad,90,0,3,3,2,30,4,0,03-03-2019,0,4575
SpiceJet,Kolkata,Banglore,145,0,3,5,9,0,11,25,03-05-2019,1,3873
Jet Airways,Banglore,New Delhi,935,1,21,3,5,45,21,20,21-03-2019,0,7832
IndiGo,Chennai,Kolkata,140,0,1,5,14,45,17,5,01-05-2019,1,3597
Jet Airways,Kolkata,Banglore,1575,1,24,3,21,10,23,25,24-03-2019,1,13759
Jet Airways,Banglore,Delhi,185,0,27,5,18,55,22,0,27-05-2019,1,7229
SpiceJet,Kolkata,Banglore,155,0,15,4,6,55,9,30,15-04-2019,0,3873
Multiple carriers,Delhi,Cochin,780,1,15,5,6,0,19,0,15-05-2019,0,9794
Air India,Delhi,Cochin,1125,1,27,3,13,30,8,15,27-03-2019,1,6681
IndiGo,Banglore,Delhi,180,0,21,4,21,15,0,15,21-04-2019,1,4423
Jet Airways,Kolkata,Banglore,685,1,15,5,8,25,19,50,15-05-2019,0,10844
IndiGo,Delhi,Cochin,705,1,1,6,9,15,21,0,01-06-2019,1,7258
Jet Airways,Mumbai,Hyderabad,90,0,12,6,10,20,11,50,12-06-2019,1,4995
Jet Airways,Delhi,Cochin,1325,1,9,6,20,55,19,0,09-06-2019,1,14924
Vistara,Banglore,New Delhi,1665,1,15,3,6,40,10,25,15-03-2019,0,6590
Jet Airways,Delhi,Cochin,940,1,3,6,20,55,12,35,03-06-2019,1,10262
SpiceJet,Kolkata,Banglore,150,0,9,3,9,0,11,30,09-03-2019,1,5515
Jet Airways,Delhi,Cochin,1475,2,27,3,19,10,19,45,27-03-2019,1,6643
IndiGo,Mumbai,Hyderabad,90,0,24,6,19,5,20,35,24-06-2019,1,2754
IndiGo,Delhi,Cochin,310,1,9,6,17,5,22,15,09-06-2019,1,6493
IndiGo,Kolkata,Banglore,325,1,24,5,18,5,23,30,24-05-2019,1,6218
Air India,Delhi,Cochin,800,2,6,6,5,55,19,15,06-06-2019,0,10861
IndiGo,Delhi,Cochin,515,1,6,3,7,35,16,10,06-03-2019,0,7094
SpiceJet,Mumbai,Hyderabad,85,0,24,3,22,45,0,10,24-03-2019,0,2227
Jet Airways,Banglore,Delhi,180,0,21,4,19,50,22,50,21-04-2019,1,4544
Air India,Banglore,New Delhi,630,2,21,3,5,50,16,20,21-03-2019,0,7664
Jet Airways,Banglore,Delhi,180,0,27,6,17,45,20,45,27-06-2019,1,8016
Air Asia,Kolkata,Banglore,150,0,27,5,22,50,1,20,27-05-2019,0,3807
Air India,Delhi,Cochin,725,2,3,6,7,10,19,15,03-06-2019,0,12698
Jet Airways,Kolkata,Banglore,1330,1,24,5,6,30,4,40,24-05-2019,0,8586
Jet Airways,Kolkata,Banglore,1330,1,1,4,6,30,4,40,01-04-2019,0,7064
IndiGo,Delhi,Cochin,195,0,9,6,5,35,8,50,09-06-2019,0,5601
SpiceJet,Delhi,Cochin,380,1,21,5,15,45,22,5,21-05-2019,1,7317
Air India,Kolkata,Banglore,1470,3,6,5,10,0,10,30,06-05-2019,1,12797
IndiGo,Kolkata,Banglore,255,1,6,4,6,15,10,30,06-04-2019,0,4226
Jet Airways,Kolkata,Banglore,395,1,12,5,17,0,23,35,12-05-2019,1,14151
IndiGo,Delhi,Cochin,890,1,27,3,10,45,1,35,27-03-2019,1,6628
IndiGo,Banglore,New Delhi,170,0,9,3,4,0,6,50,09-03-2019,0,8033
Multiple carriers,Delhi,Cochin,505,1,1,6,10,35,19,0,01-06-2019,1,11200
IndiGo,Kolkata,Banglore,155,0,24,6,15,30,18,5,24-06-2019,1,4804
Air Asia,Kolkata,Banglore,720,1,12,6,22,40,10,40,12-06-2019,0,5192
Jet Airways,Delhi,Cochin,1125,2,12,6,9,40,4,25,12-06-2019,1,13014
Jet Airways,Kolkata,Banglore,1525,1,21,5,21,10,22,35,21-05-2019,1,10844
Multiple carriers,Delhi,Cochin,510,1,6,3,7,0,15,30,06-03-2019,0,15603
GoAir,Banglore,Delhi,175,0,3,4,7,45,10,40,03-04-2019,0,4239
Jet Airways,Kolkata,Banglore,1200,1,12,6,14,5,10,5,12-06-2019,1,13044
Jet Airways,Delhi,Cochin,1485,1,27,5,18,15,19,0,27-05-2019,1,12898
SpiceJet,Kolkata,Banglore,520,1,1,4,8,35,17,15,01-04-2019,0,6013
Jet Airways,Kolkata,Banglore,365,1,6,5,16,30,22,35,06-05-2019,1,14781
Jet Airways,Delhi,Cochin,655,1,21,3,17,30,4,25,21-03-2019,1,12557
Multiple carriers,Delhi,Cochin,845,1,6,3,4,45,18,50,06-03-2019,0,13875
Jet Airways,Delhi,Cochin,1130,2,15,6,9,35,4,25,15-06-2019,1,11507
Air India,Kolkata,Banglore,150,0,18,6,14,15,16,45,18-06-2019,1,5510
GoAir,Kolkata,Banglore,460,1,24,3,16,25,0,5,24-03-2019,1,10198
Jet Airways,Kolkata,Banglore,435,1,12,6,10,20,17,35,12-06-2019,1,8355
Jet Airways,Banglore,Delhi,185,0,1,6,18,55,22,0,01-06-2019,1,8016
IndiGo,Delhi,Cochin,625,1,27,5,10,35,21,0,27-05-2019,1,6314
Air India,Delhi,Cochin,170,0,9,3,5,10,8,0,09-03-2019,0,5831
Jet Airways,Delhi,Cochin,550,1,24,6,19,15,4,25,24-06-2019,1,10262
Multiple carriers,Delhi,Cochin,700,1,6,3,13,55,1,35,06-03-2019,1,15136
Jet Airways,Banglore,New Delhi,830,1,21,3,20,35,10,25,21-03-2019,1,7832
SpiceJet,Chennai,Kolkata,135,0,24,3,8,20,10,35,24-03-2019,0,3859
IndiGo,Kolkata,Banglore,150,0,6,4,15,15,17,45,06-04-2019,1,4174
Jet Airways,Banglore,New Delhi,340,1,6,3,5,45,11,25,06-03-2019,0,19225
IndiGo,Delhi,Cochin,975,1,9,3,4,45,21,0,09-03-2019,0,10518
IndiGo,Banglore,Delhi,175,0,6,4,7,10,10,5,06-04-2019,0,4823
Air India,Banglore,New Delhi,165,0,24,3,10,0,12,45,24-03-2019,1,7276
Multiple carriers,Delhi,Cochin,540,1,9,6,10,0,19,0,09-06-2019,1,12192
Air Asia,Delhi,Cochin,865,1,1,6,16,45,7,10,01-06-2019,1,11410
Air India,Kolkata,Banglore,920,2,21,5,10,0,1,20,21-05-2019,1,13033
Jet Airways,Banglore,New Delhi,570,1,1,3,5,45,15,15,01-03-2019,0,26890
IndiGo,Kolkata,Banglore,150,0,27,6,15,15,17,45,27-06-2019,1,4804
Jet Airways,Kolkata,Banglore,1550,1,15,5,18,55,20,45,15-05-2019,1,10844
Air India,Delhi,Cochin,1820,2,12,6,12,55,19,15,12-06-2019,1,12436
IndiGo,Banglore,Delhi,175,0,21,6,7,10,10,5,21-06-2019,0,4823
IndiGo,Mumbai,Hyderabad,90,0,3,6,21,20,22,50,03-06-2019,1,2227
Jet Airways,Delhi,Cochin,940,1,1,6,20,55,12,35,01-06-2019,1,10262
Jet Airways,Delhi,Cochin,1225,1,3,3,8,0,4,25,03-03-2019,0,17024
Jet Airways,Delhi,Cochin,1325,2,27,3,6,20,4,25,27-03-2019,0,9296
Air India,Delhi,Cochin,185,0,6,6,18,5,21,10,06-06-2019,1,6094
Jet Airways,Kolkata,Banglore,1215,1,9,6,8,25,4,40,09-06-2019,0,8586
Jet Airways,Delhi,Cochin,1300,2,15,6,6,45,4,25,15-06-2019,0,10919
GoAir,Kolkata,Banglore,455,1,9,6,16,40,0,15,09-06-2019,1,9495
Jet Airways,Delhi,Cochin,395,1,12,6,21,50,4,25,12-06-2019,1,14714
Air India,Delhi,Cochin,180,0,24,6,14,10,17,10,24-06-2019,1,5201
Air India,Delhi,Cochin,1420,2,27,3,9,45,9,25,27-03-2019,1,7090
IndiGo,Mumbai,Hyderabad,90,0,15,5,9,10,10,40,15-05-2019,1,4575
Multiple carriers,Delhi,Cochin,545,1,15,5,7,5,16,10,15-05-2019,0,9646
IndiGo,Delhi,Cochin,325,1,12,6,2,0,7,25,12-06-2019,0,5636
Multiple carriers,Delhi,Cochin,545,1,15,6,7,5,16,10,15-06-2019,0,9646
Jet Airways,Mumbai,Hyderabad,90,0,9,3,19,40,21,10,09-03-2019,1,4050
Jet Airways,Delhi,Cochin,1270,1,9,6,21,50,19,0,09-06-2019,1,14714
IndiGo,Kolkata,Banglore,150,0,18,6,15,15,17,45,18-06-2019,1,4804
Jet Airways,Delhi,Cochin,1485,1,9,6,18,15,19,0,09-06-2019,1,10577
GoAir,Banglore,Delhi,165,0,15,6,20,55,23,40,15-06-2019,1,3898
Jet Airways,Kolkata,Banglore,960,1,6,6,20,0,12,0,06-06-2019,1,14571
Jet Airways,Delhi,Cochin,1300,2,15,6,6,45,4,25,15-06-2019,0,10919
Jet Airways,Banglore,Delhi,165,0,18,6,6,0,8,45,18-06-2019,0,8016
IndiGo,Delhi,Cochin,425,1,21,3,4,55,12,0,21-03-2019,0,6287
Air India,Kolkata,Banglore,905,1,6,6,16,50,7,55,06-06-2019,1,8366
Jet Airways,Delhi,Cochin,440,1,6,3,11,30,18,50,06-03-2019,1,15400
Vistara,Banglore,New Delhi,160,0,3,3,19,40,22,20,03-03-2019,1,8553
SpiceJet,Kolkata,Banglore,155,0,9,4,6,55,9,30,09-04-2019,0,3841
Air India,Delhi,Cochin,1545,2,9,4,5,55,7,40,09-04-2019,0,10021
SpiceJet,Chennai,Kolkata,140,0,24,6,17,45,20,5,24-06-2019,1,3597
IndiGo,Chennai,Kolkata,145,0,24,5,11,35,14,0,24-05-2019,1,4332
GoAir,Banglore,Delhi,165,0,21,6,20,55,23,40,21-06-2019,1,3898
Jet Airways,Mumbai,Hyderabad,1665,2,6,3,13,5,16,50,06-03-2019,1,21375
Vistara,Kolkata,Banglore,975,1,6,6,7,10,23,25,06-06-2019,0,8610
